,Name,Date,Star Rating,Title,Feedback
2116,Brandon,"Nov 28, 2020 at 12:00 AM",4,"Great workouts, big improvements lately","Just 30 minutes in Supernatural gets my heart rate up and leaves me feeling spent as if I'd gone to the gym. I miss getting to work out with a trainer, so this is a decent replacement during the pandemic times. Yes, it has similar mechanics to Beat Saber, but the regular updates keep it fresh and you get multiple songs and new workouts every day. You can tell these are workouts with purpose rather than the dance-y movements of Beat Saber.

The previous version of the app would crash regularly, either failing to connect to the servers or outright locking up. Recent updates to the app have made it much more stable and reliable."
2117,Stradford,"Oct 14, 2020 at 2:57 AM",5,What a fantastic way to work out!,"First, it's so accessible. We're able to get a quality workout at any time with minimal gear and space. Second, I've always run to get a quality cardio workout, but worried about overusing joints and muscles. The variety of moves with Supernatural cuts down on repetitive actions and pounding. Third, it's a good time. The instructors are outstanding; motivating and engaged. Fourth, you can adjust Supernatural to make it challenging, even if you're a committed gym rat...you're get your sweat on. My wife has always worked out begrudgingly...now it's not unusual for her to get a second Supernatural workout in on the same day just because she had a good time -- Supernatural has helped her dramatically change her physique. . For us, this app is simply incredible."
2118,David,"Nov 5, 2020 at 6:55 AM",3,A little buggy,"When the app works. It’s great! But on three separate occasions it got stuck and I was forced to restart the workout. I’ve only had the application for a few weeks. Very demotivating. Please see if you can fix this issue.

Update: Support team was very quick to reply to my email and gave me some tips and workarounds as they work to solve this issue."
2119,Patch Kroll,"Nov 5, 2020 at 5:25 AM",3,Need 0 volume on trainer voice,I think this app is fantastic but I hate the talking over the music from the trainer. It doesn’t motivate me at all and is constantly taking me out of the flow. I can turn it down 50% but I really need it to go down to 0% so I can still get a good workout in without feeling annoyed. I won’t stay subscribed otherwise. 5 stars all other things considered.
2120,Legacy AF,"Sep 3, 2020 at 3:10 AM",5,Soooo Good!!!,"I was skeptical at first. But it becomes so addictive. And the community that this game has built is like no other. It pushes you to do more and celebrates with you when you kill a workout! Try it...you won’t regret it! 💪😁

Also...I get motion sick SUPER EASY...this game doesn't even trigger a headache! Literally the only game I play on my Quest!"
2121,wardnath,"Oct 20, 2020 at 10:45 PM",5,Daily workout I was looking for,"This is the daily workout app I was looking for. With winter approaching and covid-19 keeping the gyms closed I had high hopes for my oculus 2 to provide new, fresh, fun workouts to keep me busy. This app fits my needs. 

First of all, I actually think the monthly fees are fine, it means the developers, trainers, and level designers have enough funding to keep creating fresh new content. I would rather pay a monthly fee than have stale content. 

Second of all the instructors help a lot. Having guiding commentary helps keep me motivated and gives pointers on the best form to use.

Thirdly I prefer the swinging mechanics ala beat saber/supernatural to the punching action of fitxr and audio shield. For some reason a lot of my punches would miss in fitxr especially the right and left hooks."
2122,Komei,"Oct 11, 2020 at 9:11 PM",5,Best immersive VR experience!,"Besides being the most fun and effective workout app (there are many reviews, which I agree with), I think Supernatural is the most immersive VR app that features beautiful landscape from around the world.  It's not just ""flat"" 360° pictures.  The scenes have depth (stereoscopic) and geometry.  You can move your head and look through the hole in the wall of the Great Wall of China or move within a few feet and walk around a rock in Machu Picchu.  Unlike the other ""video game"" kind of apps, the images are with highest resolution like in professional 360° cameras.  I have tried many other VR apps but I haven't seen this level of photogrammetry before.  Plus the images are from stunningly beautiful locations from all continents (maybe more than 50 spots so far?).  Seeing a new exotic location is exciting and it keeps me motivated to keep doing the workout every day."
2123,VideoGirl JR,"Oct 11, 2020 at 2:40 AM",5,Exercising is Fun with Supernatural,"I didn't think I would like Supernatural. I tend to prefer VR fitness apps that feel like you are playing a game and not like you are working out. I was right, I don't like it, I LOVE IT! I love the scenes from beautiful places in the world and the trainers are very likable and fun. The workouts are challenging--which is what I need to stay engaged and push myself to work harder. I love that there are new workouts every day. I didn't think I would want to pay for a subscription but I am glad I did."
2124,VRcami,"Oct 10, 2020 at 7:52 PM",5,Music Matters,"Supernational, thanks for all the great playlists. I love Leanne and how she says her funny personal stories about the songs. I love how she seems to know when I am clenching my teeth! I love all the instructors and how they talk throughout the workout.  
AND then the environments. After being cooped up in my townhouse, it is a relief working out in Iceland, Sudan, China, and our great National Parks.  Please thank your environment artists that are building those for me.  I love to travel, I love to workout, I love to have a personal trainer. Supernatural has it all."
2125,SakoTaco,"Oct 4, 2020 at 3:59 AM",5,My Most Used App on Oculus!,"Can't express enough how awesome this workout app has been, ESPECIALLY during this pandemic (and heatwave on the West Coast!) while all the gyms are closed. I had to purchase a face pad accessory and a sweatband JUST for this app because of how much I was sweating during these workouts. I'm in good shape, 5'11, 160lbs - I was going to the gym using weights and running 1-2 miles about 2-3 times per week - and Supernatural has got me huffing and puffing and even sore at times! I love it, can't say enough good things about it. All the trainers are great, the music is awesome, it's essentially a full body work out.... why are you still reading this.... buy it and get started!

One request.... it would be cool if the developers would let you flag or choose a particular song they used for a workout so that you can later replay just one song in particular, or even maybe create your own workout list with the ones you choose. Some songs have movements that I enjoy more than others and it would be cool if I could ""isolate"" those moves (for instance, I like the double hit to another portal bc it's a really good abdominal movement - so it would be cool to stack a bunch of songs that have those movements so I can focus on abs for a full workout)

Thanks Supernatural! Your app alone makes the oculus well worth having! (Peloton who?)"
2126,Ciara Fodchuk,"Oct 18, 2020 at 11:52 PM",5,Such a fun way to workout!,"I have had this game for 3 days and have been working out consistently and actually looking forward to it! The scenery is gorgeous, workouts are challenging, music is fantastic and coaches are super motivating! They are way better than the gym classes I used to go to. Can’t recommend this game enough!"
2127,RabbitShire.com,"Sep 2, 2020 at 4:15 PM",5,My honest review,"When I first started Supernatural (SN), I hated the idea of the price tag for the subscription. I told myself I would do the thirty day trial and see if it was worth it. I came into it playing fitvr and beat saber for exercise and thought that SN would be similar. The intro, setting up the device was easy and made it feel custom to me. The first round I thought what the... The targets were a bit faster than I thought they should have been for my first round. After that first round I could barely go up my stairs because my legs were killing! Few days later I got on and I did better with the target. Legs killed again. This is AWESOME! Beat saber and fitvr faided away. 

Let's talk about money. What's your health worth? LOL. SN has a great non toxic community that inspires, challenges, and uplifts each other. With SN, you have coaches with unique personalities that are involved in the community and assist in the workout. The money doesn't just go to the music licensing but it also helps evolve the game. SN has had multiple big updates. The awesome part, they've been solid.

I would recommend SN over and over again."
2128,Nicole,"Nov 24, 2020 at 11:44 AM",3,Nice but...,"If you compare this to FITRX and beatsaber you might wonder why in the world would you wanna pay a 20 dollar a month subscription. This app is nice, but I don't know if a subscription is really worth it. Maybe you're paying for Scenery? Who knows. I'd definitely pay a one time fee of 39 if I had to. But 179 dollars a year or 20 bucks a month?.... hard to do that when there are other amazing apps like fit rx that only charge a one time 25 dollar fee. You do get a 1 month free which is great. I'd buy an extra month and just stick to fit rx"
2129,Echo,"Jan 10, 2021 at 2:16 AM",2,Question,Didn’t realize there was a subscription fee? I haven’t used it yet. Can I cancel?
2130,Lauren Eliza xo,"Nov 6, 2020 at 4:51 PM",3,"Beautiful Scenery, Motivating...but","The scenery is beautiful, the instructors are great, and the music is awesome. But...No lower body cardio in these workouts. These workouts are fun, and have a lot of potential, but they barely increase my step-count.  They wont work for me cause none include lower body cardio or movement aside from squats. Jogging, running, dancing, stepping of some kind is needed. If they incorporated this later, I may reconsider keeping a membership."
2131,ZenAtheist,"Nov 23, 2020 at 10:22 PM",3,"Great app, but...","A fantastic app that gives you a great work out and excellent meditations, with some great music to go along with the workouts. But at $19.99 per month it is just too much for anyone on a budget. Hated cancelling the subscription after the free trial but I could not justify the cost."
2132,Lewish3965,"Oct 14, 2020 at 8:00 AM",5,Absolutely worth the money,"I’m a reluctant gym goer and COVID put a damper on that anyway.  I tried Supernatural and it is now my favorite part of the day.

This is not beat saber (which I love).  There are targets to hit, but it is designed to keep you moving, and work various muscles as you go.  

They have a wide variety of music, levels, and length or workouts.  The instructors are all enjoyable and add a gym class feel to the workouts as they encourage and instruct you.

 I’m glad I enrolled."
2133,tcheetam tchit,"Oct 14, 2020 at 3:03 PM",5,Life changer,"One of the biggest impediments to working out is dreading it.  That barrier is removed forever with Supernatural.  I was amazed how much I enjoyed this from the moment I tried it!  The backgrounds are great (but I would really like to see more, including some from the trailers).  

I have been doing it EVERY WEEKDAY AM for 5 weeks now and my blood sugar has been dropping like a rock!  I really like Leanne and ""Doc"" as their coaching styles fit my 60+ sensibilities (and I chuckle every time Leanne mentions her dad and ""his music"").

I stay at L with an occassional foray into M (maybe H in a few months?  Stay tuned!) and that works fine for me.  I work up a pretty good sweat and get the heart going.

If you have Oculus Quest and have been putting off getting off the couch, get started!  And if you like Saber you will LOVE Supernatural!

As for the fee: Cheaper than any gym or other workout option, especially if you use the annual option

Best find on Quest!"
2134,heimao270,"Dec 10, 2020 at 9:31 PM",2,Not cool for foreign users,"I am in China and after I register for membership I found out that I can’t use this app no matter how much I want to, please work on that so more people can get in on this. I am so disappointed."
2135,Alicia Wonderland,"Nov 18, 2020 at 11:22 PM",2,Overpriced and annoying coaches,"This is a good workout but has multiple issues.

1. Constantly freezes mid-workout. The developers are aware of this and working on it.
2. There is no way to mute the coaches who talk CONSTANTLY throughout the workout about ridiculous personal things like their problems in high school that have nothing to do with the workout or coaching. They literally babble on and on and you can’t enjoy the music if you actually find songs you like. You can only lower the volume of the coaches by 50% which is not enough.
3. You can’t listen to individual songs. There are set playlists and there is no way of skipping over songs you don’t like. It’s hard to find music you do like and when you do, it’s mixed with songs you may not like. You have no control. 
4. The monthly payment subscription is ridiculous especially considering all the flaws above.
5. You can only go 360, if you don’t have a lot of space, you can’t have it at 180.

On the positive side, it’s a good workout. If you have played any other rhythm game, it’s actually really easy to hit targets on the hardest mode, but it’s way more energetic and you burn more calories. Audio Trip is much harder to hit the targets but there is not as much movement. This is easy to hit targets and if you have good stamina, it’s easy to do well and get a good workout. If only they got rid of the coaches, let you create your own playlist of songs from the their library and charged a one time fee comparable to other workout apps, this could be 5 star."
2136,Marcogenus,"Dec 31, 2020 at 7:16 AM",2,When in Europe,When we will play this game in Europe? I live in Italy and in this moment i can't make a subscrition. Thanks
2137,Xander,"Oct 10, 2020 at 8:17 PM",5,Pure VR workout joy!,"Supernatural makes it so easy and such a joy to simply jump into a workout. The experience as a whole simply ""clicks"" for me, with a great upbeat, happy vibe. I would never have believed that time can fly while working out.

Certainly, some VR games can be repurposed as exercise, with some effort, but at the end of the day, you're still trapped in someone's neon basement, practicing wrist flicks to dubstep by someone you've never heard of. Supernatural, meanwhile, isn't a game at all (and reviewing it as such it not just unfair, it utterly misses the point). It may offer somewhat gamified workouts and leaderboards, but those are closer in concept to e.g. Fitbit than to Beat Saber. It's all about fitness and flow. No fails, no leveling up, no stress.

For me personally, the monthly (or annual) fee is more than reasonable, given the amount of content that is constantly being added: daily new workouts since April, all featuring actual coaches with great personalities and a track library that must be well in the hundreds by now. The app is under very active development and has a very active community. Most importantly, I find it offers good value because it lowers my personal threshold for working out so much.

I would recommend anyone remotely interested to give the free trial a try."
2138,david.w.mclean.51,"Oct 11, 2020 at 1:07 AM",5,Fluid Mobility and Core Strengthening,"I have found that Supernatural has been the best indoor cardio workout I have experienced. Both my wife and I share the same account because they allow four separate people per heads set. You will sweat and build strength endurance in your legs and shoulders. If you love working out to music this is your jam. The workouts, anywhere from 7 minutes to 28 minutes, are on beat to a wide collection of classic and current music tracks. The trainers guide you through each workout and have various personalities that motivate and support you throughout your workout. If you're looking for a great cardio workout and maybe a meditation to start your day give Supernatural a try, I think you'll like it."
2139,Fizzle,"Jan 5, 2021 at 5:48 AM",2,No Apple Watch Series 1 Support,Please support my Apple Watch so I truly enjoy this app.
2140,Tab the Cabbit,"Nov 18, 2020 at 8:42 PM",1,This is a rip-off.,"I am NOT paying a monthly fee just so I can exercise in VR.
I'll stick with Beat Saber."
2141,bfalling,"Oct 10, 2020 at 8:16 AM",5,My favorite full-body workout app,"This is the most full-bodied workout app I've experienced and hands down my favorite way to work out indoors. The movement vocabulary is much richer than any of the other workout apps (Beat Saber, BoxVR, Pistol Whip, etc.), so you train a fuller set of muscles moving in a greater variety of directions. After doing Supernatural, the movement in the other apps feels just a little bit... boring.

Yes, there's the higher (and on-going) cost compared to the others, but it's a steal compared to the cost of a gym membership, with which this competes. (Plus, gyms can be problematic during Covid anyway.) But for the fee, you're also getting a vast and seemingly endless variety of great music across many genres and hand-crafted workouts from the trainers.

Personally, my favorite weekly routine is interspersing Supernatural workouts at the ""High"" level on some days with going running outdoors on the others. My other family members have also joined in, and you can always tell when someone has finished a Supernatural workout because they come into the kitchen, dripping with sweat and smiling, to fetch a rag to wipe down the Oculus."
2142,Mslovely,"Nov 25, 2020 at 8:38 AM",5,Cardio for sure,Love the songs. You will definitely work up a sweat IF YOU REALLY DO THE MOVES. I loved it and only cancelled before I didn't want to pay for it.
2143,Olivia,"Dec 7, 2020 at 7:40 PM",1,Not worth it!,Keeps on charging every month. And haven’t used it as much for it to charge me 40 dollars a month.
2144,Icelander3,"Dec 2, 2020 at 5:27 AM",4,,"I do love  this also, but my problem is the cost of membership I wish they actually have a program out for just to download onto oculus initial start up for individuals to join and then you can do a membership"
2145,mlfertig,"Oct 11, 2020 at 2:24 AM",5,Solid workout,This is an awesome product. They upload a new class every day and this keeps the workout interesting. The annual fee of $179 is reasonable even if you use it once a week. The free starter month is a nice way to see if you enjoy it. The integration with the Apple Watch also works well.
2146,Jimmy,"Oct 23, 2020 at 5:40 AM",5,Worth it!,My wife and I have really enjoyed this and it has helped us get back into shape during a time where getting to the gym has been very difficult.  In many ways it's more of a workout than I anticipated. Like anything you get out of it what you put into it and their power rating system really incentivizes you to go for it. I really enjoy the music variety and can always find something that matches my tastes.
2147,Janene,"Sep 14, 2020 at 6:23 AM",5,Life changing,"I cannot say enough goodness about this app! Every week we get new workouts, new music, new features - stretching and mediations are the latest. The FB community is a huge part of my day now. I can easily commit to working out with this app. Yeah, there are other apps, but none that deliver the content, quality, community... and the staff is right in there, choreographers and trainers, talking to the athletes (we are all Athletes in SN!), hearing our feedback and providing meaningful updates for us. The customer support is outstanding. And this game is just so much stinking fun! Coaches making me laugh out loud, be proud of myself and I know I’m more fit and strong. My wasted gym membership was way more than this subscription fee. I look forward to new features and just new stuff every week!"
2148,mewaters,"Sep 29, 2020 at 1:10 AM",5,A Great Way to Workout!,"I love Supernatural and have been using it every day for almost 5 months now.  New workouts every day, new songs added at least weekly, 3 different coaches, 3 levels of intensity - all that diversity keeps it interesting and ensures there is always a workout in which I'm interested.  In addition the Supernatural community is the best.  The group on the discord and on Facebook are very supportive.  The devs and coaches are actively involved in the community and work hard to integrate suggestions and constantly make the app better.  I went in wanting to lose 7 pounds and basically get in better shape and so far have lost 17!  I use several apps for fitness, but if I had to choose a favorite it would be Supernatural, hands down."
2149,papou1967,"Nov 13, 2020 at 9:45 PM",2,They should offer a one time fee version,"To me it’s a good product and may be worth the monthly fee for people who need coaches advices...but they should come out with a one time pay version, without the bells and whistles and coaches, just the training programs , the music and the  stunning landscapes. I think offering both options  Ames more sense..."
2150,The Virtual Tim,"Oct 10, 2020 at 2:45 AM",5,Most fun I’ve ever had working out,"Everyone in my house is hooked. It’s fun, gets you healthy, and never gets old. Add to that the fact that I never have to deal with packing a gym bag and driving somewhere to get fit and you have yourself a bargain. I’m all in. Bought the annual membership and couldn’t be happier."
2151,daelon,"Nov 20, 2020 at 9:47 AM",1,Wow a membership,I installed this game to get a break from beat saber. I thought I had found a good game that actually dosed on real workouts just find out you need a membership. You could easily get a much better arm workout playing beat saber without a membership. This game is just a joke.
2152,Welderchic66,"Oct 22, 2020 at 4:05 AM",5,Amazing work outs!,"I downloaded the demo and was hesitant about making a monthly payment, but after trying the demo several times I was so impressed and excited, that I was not going to let this feeling go, so I purchased a year subscription (which is hands down the best purchase I have made in a very long time!)  During these times what can be better than having fun and getting a great workout in the your own safe space at home?👍"
2153,Pamela.richter,"Sep 20, 2020 at 6:35 PM",5,I am in love love love,"I love with capital L Supernatural. I could not believe I was soared after working out on it. I have been a Squash Player for all my life and this VR workout is very real. 

The money issue .... is a bargain. The music, the coaches, the landscapes are amazing.

Then the meditations came and now I am a fu$@i*g little Buddha. 

I am a SN Evangelist"
2154,Matt,"Oct 5, 2020 at 9:41 PM",5,Really love it!,"I’ve been a member since day 1 and it’s incredible to see how much Supernatural has grown already. They had a few kinks in the beginning, but I stuck with it, and I’m really glad I did because it just keeps getting better and better. The ability to choose your intensity has been really nice, and the music selection has gotten a lot better and more diverse. I like that you can share a membership with family now too. 

I’ve really enjoyed using Supernatural especially during the lockdown and I find it so much easier to stick with than a regular gym workout because it’s just so much more FUN than running on the same treadmill or lifting the same weights over and over again. It’s really mentally stimulating, which makes it feel a lot more like a game than a workout, but don’t get me wrong, if you make the effort to really go for it, you’ll get your heart pumping and break a nice sweat. 

10/10"
2155,ValyGirl,"Sep 15, 2020 at 8:44 AM",5,"Start for fun, stay for the community","Supernatural accomplishes something many programs don't; it makes working out fun! You will move your body. You will sweat... a lot. You will find yourself making time to ""play"" and will miss it when you can't. The positivity and support that flows from the trainers, the SN team, and throughout the SN community is immense and addictive. Supernatural is **NOT** a Beat Saber ripoff; it takes a familiar concept, long-known to anyone that's ever swung a stick at a pinata or a wrapping paper tube in an imagined lightsaber duel, and turns it into a 360° action-packed experience. For hundreds of dollars less per year than joining a traditional gym or Xfit box, you can laugh, scream, curse, cry, and wiggle your wobbly bits in the safety of your own home, hotel room, or wherever you can pick up an internet signal; no judgements or face masks needed. This is one of the BEST workout apps you'll find on the market today and absolutely worth giving a shot. Heck, it's free for a month. What have you got to lose?"
2156,SB,"Nov 10, 2020 at 7:01 PM",3,Coach chatter,"I am engaging in a one-months trial of supernatural. I enjoy the locations, the challenges and the music, but I cannot focus on the action when the coaches chatter CONSTANTLY through the entire routine. I will not continue with the subscription, if no option to turn off coach chatter becomes available."
2157,FatherAnj,"Sep 19, 2020 at 2:29 AM",5,"Not for everyone, but perfect for some!","I’ve grown to absolutely love Supernatural as a fitness experience. I feel the monthly fee is worth it and the daily workouts have been consistently high quality! The library of music is also great. This app and service have a ton to offer anyone interested in VR as a way to integrate fitness into their routine, while keeping things fun and engaging. However, this is not just a rhythm game. If you are looking for a beat saber clone with different music, that’s not what you’ll get here. And that’s perfectly fine! It was never meant to be a “game”.

I highly recommend Supernatural!"
2158,MizzCrissyLou,"Sep 14, 2020 at 7:12 AM",5,I LOVE this app and community!,"Fun, addictive, inspiring, and amazing! I've been looking for something that would keep me coming back again and again... And I've found it here. 

There is honestly SO much encouragement in the SN community and that is all thanks to the developers, coaches, and everyone involved in this ""game"". 

Thank you so much for giving me so many smiles and SO much sweat! 

I can't wait to see what is to come. ❤️"
2159,NinjaTovar,"Oct 10, 2020 at 2:18 AM",5,"Yes, It’s Too Expensive — I Still Did It","I agree with the reviews that the team is asking quite a heavy price. I think it is worth them asking themselves whether they would like more subscribers for a lower price or fewer with higher at the same profit margin.

Having said that, I love this application. My quest has sat fairly idle for a year until I tried this, now I’m on several times a week for one or two sessions with Leanne Pedante (? hope I spelled that right). They really have made fitness fun with this app!

Background time. I consider myself athletic, mostly cardio but some days are for strength and recovery or yoga. I am a distance runner, and at 6’ 185lbs that can be hard on my joints. When my body is telling me no on hitting the pavement, I know I can still put on my headset and pull up two twenty minutes “hard” sessions with Leanne and get my cardio in.

As a user with just enough disposable income to swallow the cost, I really love what team Supernatural has created and continues to bust out workouts for. They encourage you to not look at the cost as if it was an app, instead as if it was a membership to a studio — this is *kind of* acceptable. I’m not sure they will be able to survive on those laurels though. I adore this application and still have some buyers remorse on the price tag. 

Overall I’m unsure if I’ll subscribe to year two, but I do truly think this will improve or maintain people’s health in an entertaining way and love using it. 

P.S.: I’m not an EDM or metal head, but those workouts have been the hardest and most fun. Hopefully those get some more love as opposed to guilty pleasures, pop, or 80’s music for the “hard” category!"
2160,Paulina,"Sep 13, 2020 at 10:21 AM",5,Amazing workout!!,"I love the music, coach inspiration, the locations, and how interactive this is. Very well done I look forward to future developments. Suggestions add ability to workout with friends, add more turns, add more targets aiming from sky /earth, add outer space environments, add in animals in some of the environments ( like elephants, tigers etc), add some unknown new artists, add the coaches instagram hashtags to easily follow, add song and artist information at the beginning to hit as a target, just some thoughts!! Love this app it is so much fun."
2161,Tyler,"Nov 17, 2020 at 9:16 AM",5,Legit workout,"This is a killer workout, and I’m very in shape. Super fun, excellent tracks and stage designs. Love the Apple Watch integration. Keep it up, guys!"
2162,DustPixie,"Aug 21, 2020 at 8:08 AM",5,Good for the brain !,"I have Parkinson’s and exercise is critical for slowing the progression of the disease. This app not only helps me work up a sweat, it challenges my brain with the different targets. My only gripe had been the inability to share the app with others in my home, but the latest update took care of it."
2163,Dave K,"Oct 2, 2020 at 5:09 AM",5,"Its not a game or app, it's SUPERNATURAL","I've never been been able to get into working out at all (and trust me, I've tried), but all of that changed late April.

I now find myself spending around 45 minutes, sometimes over an hour per day sweating my @$$ off. 
I put my headset on and I am transported to amazing location where I am squatting, lunging, swatting, and yet somehow also dancing along to great curated playlists. 
It doesn't hurt being motivated by an amazing group of trainers who are all actively involved with users on various social channels.

There isn't much else to say. The results come quick, and you don't even feel like you are exercising... I seriously look forward to my sessions every day, I never thought I'd me that guy.

To top it off, the app itself is constantly evolving for the better. The team is super receptive to criticism and suggestions, and often make changes based on users suggestions!

I'd pay twice as much monthly if I had to, it's THAT great.

👍👍👍👍👍"
2164,ChuckDino,"Oct 2, 2020 at 2:42 AM",5,The best workout you haven't tried yet,"You're probably like me, a bit of a geek because you own a VR headset you want to stay in shape, you don't want to be a mess. Maybe your spouse works out a lot and encourages you to do so also. Like I want to work out but I really don't want to work out.. you get me?
Gyms just crowded and monotonous. You start phoning your workout in.
Running is great but it's just stress and a lot of people dread it before it starts.
Maybe work out at home have a treadmill or elliptical and some weights.. what sort of workout are you really getting.
Enter supernatural... The perfect thing for the right space.
I typically work out somewhere between 4 to 6 days a week for about 90 minutes to 2 hours. A lot of that time is just cardio.
Tried supernatural just on a whim and it's now the way I start every workout. It makes me sweat like no machine does. I enjoy myself I enjoy the music and I actually feel the difference after.
Sure there is a fee but it cost money to go to a gym or buy equipment for your house. It's updated pretty regularly with new workouts and new music, so it doesn't get stale and you aren't doing the same old thing.
I can't recommend it enough. If the cost of monthly access scares you away.. just try it for a week everyday do a new workout.. I bet you like it and subscribe.
- geek who exercises and went from dreading it to enjoying it"
2165,Flor,"Oct 2, 2020 at 3:52 AM",5,,"When I completed the demo I was so excited for the free month! In my mind there was no way I was gonna spend $20 a month on an app, so I had to fully enjoy that month because that was it. 
But man, I fell in love with it! The workouts are veeery fun and challenging and you get a brand new one every single day.The online comunity is AMAZING as well as the coaches that are also part of it.  The developers are constantly receiving feedback from the community and with that, they keep adding features to the app. 
Give it a try! You're gonna love it if you're looking to work out in a complete different way, break a good sweat (and believe me, YOU WILL!) and have fun! If you're just looking for a game, enjoy the free trial and go back to Beat Saver.
PS. I'm not paying $20 a month, I got the annual membership 🤟🏻"
2166,upintheairgirl,"Oct 2, 2020 at 5:12 AM",5,Hey I’m old & it got me off couch (52F),"At first I thought it was hard. And it can be (more detail later on). And it reminds me of beat saber meats the mirror, but the outdoor scenery is MUCH nicer, it feels less VR. They seem to want our feedback and listen as I see changes almost weekly. So yeah, the Low workouts were kinda hard and some days my arthritic knee doesn’t want to squat so guess what they added an Arms Only ..so now I can have a workout on days I just feel umph & on days I feel better I can choose L M or High with legwork. I’m ok about a monthly fee because being active is priceless. Supernatural got me to buy an Oculus and opened me up to the entire VR world too."
2167,sk.nils,"Oct 15, 2020 at 8:10 PM",5,Suggestions,"So far I enjoy the program. I would also like to download maybe up to 2 programs to play offline, while traveling or for use in poor to non-existent internet connections. Also I would appreciate an option for the program to auto pause if max heart rate is reached (or entered value). In my case, I am out of shape; however my husband is in shape but has a heart condition - so he should not exceed a cerain HR. Thanks"
2168,MJ,"Nov 7, 2020 at 4:10 AM",3,"Incredible, but","Please, please provide a mute button for trainers who destroy every single incredible workout with distracting, rhythm killing gibberish while the music is playing. Music starts talking stops. Otherwise why do rhythm exercises? And please also provide an easier way to skip warmups and cool downs if desired. Often I’m warming up with the low impact so I can get into a full. workout. 5 stars otherwise. 

Sorry I don’t like to complain but  I really really want to continue to enjoy my quest!"
2169,Stacey,"Aug 29, 2020 at 12:08 AM",5,Former couch potato,"As a former athlete back in my day *cough 30yrs ago, beings dxed with MS has made working out especially cardio very hard. I haven’t found anything I could do more than 5mins and feel so exhausted I just give up. 


In comes SN, it’s amazing!!! I went from taking breaks for a sec between each song to doing 2-3 full workouts a day. I’m never bored with new playlists daily and the trainers and community make it even better. 

I could be dead tired and not on the mood and see the new WOD seems to be made just for me to jump right on.  I hate that this is compared to BS, nowhere near it.  This feels like a full body workout and I can even sweat on low intensity.  I had a 60 day free trial and jumped on the discount annual before 30 days was up. Lifelong member here!"
2170,Kasem Kharsa,"Sep 15, 2020 at 3:17 AM",5,Great Workout and Game,"It's a unique workout that immerses you in real landscapes, familiar music and supportive coaches. I love how I'm so engaged while playing the game that I'm not aware of how many squats, lunges, etc. I've done; even though it's a great workout, the exercise aspect of it feels more like a side effect of a fun game. I've only being doing it for a month, but everyday without fail, eager to see what the workout of the day will be. Like a lot of reviewers, I don't understand the complaint about it being a monthly subscription considering how much content they put out each month, the royalties they must pay to musicians, and the fact you get a free month to see what the hype's about?! Give it a try, you won't be disappointed!"
2171,Surly,"Dec 4, 2020 at 3:26 AM",4,"Love the demo, but $19/mo is too much.","The demo is great. The locations are  fantastic, the workout great and well paired with the music. I'd pay $80 a year, but $180 is too rich for me😕"
2172,Maverick6996,"Sep 13, 2020 at 4:44 AM",5,Better than beat saber.,I get not everyone wants a monthly cost to a game. But I’d argue this is more than a game and worth it.  I get very excited in the mornings to put on my head set. I have a job where I sit all day. This has got me off my butt and moving. I feel better and my mind feels clearer. I even bring my quest to work some days to sneak in a work out. I often go morning noon and night. It’s safe to say I’m hooked.
2173,Findu,"Oct 14, 2020 at 1:48 AM",5,"Real music, best workout on quest","This game has “real” music.  Like not obscure edm you’ve never heard of before.  But real classics, new music, pop, rock, electronic, rap, etc
It’s great.  The only game that makes my heart rate go this high."
2174,T dub G,"Oct 12, 2020 at 12:55 AM",5,Kept me going during injury,"I had to stop running for 3 months due to tendonosis in my achilles tendon. I jumped in to Supernatural and kept my cardio going. My first run after the rest was a 2.5 mile route that I did at a faster pace than when I was running before my injury. I was doing Supernatural 45 mins to an hour, 3+ days per week."
2175,Ring Bear,"Oct 12, 2020 at 9:30 AM",5,Best workout!,"This game really doesn’t feel like a game - it feels like an immersive personal training experience. The coaches are awesome and the workout variety is top notch. 3 difficulty levels, lots of music genres, and a range of workout lengths. These workouts make me SWEAT and burn serious calories! The monthly subscription is worth every penny, especially now that you can have up to 4 profiles on the same membership. It’s super fun, I can’t recommend this enough!!"
2176,VMer_1.0.-SNAPSHOT,"Oct 20, 2020 at 6:27 AM",5,Enjoying the App More After Trial Period,"I wanted a one-time purchase with no trainers initially, but over time the trainers have grown on me.   
I like that this game doesn't try to be a game that is also exercise.  You don't win it or lose it.  You win by getting a good workout.  They style reminds me of older dance aerobics workouts that I used to love, but with stationary footing that is useful now that I have some injuries to work around.  This actually hits the thighs/glutes, which is unusual in a Quest fitness game. 

A few things that I'd like to see added are pre-loading of workouts, mix-and-match of songs into custom workout routines, and expansion of the song selection.   There are some songs that I like and would enjoy putting into my daily rotation.  I'd also like to be able to put together longer stretches of songs between one warm-up and cool-down.  Pre-loading to reduce that long delay between songs would also be great.  There is also a world of great 80s music with cheap licensing cost out there just waiting to be tapped for use in the game.

Otherwise, I'll probably get used to the monthly fee, because this is a very nice app."
2177,Anshelsag,"Sep 30, 2020 at 6:57 PM",5,"The best workout, well worth the money","I've been using Supernatural since it came out and it has helped me lose weight, tone my muscle and improve my stamina. The harder workouts will kick your butt in the beginning but eventually they will just be challenges to see how well you can do rather than if you can survive"
