,Name,Date,Star Rating,Title,Feedback
742,AnonymousDude,Jun 21 at 11:04 AM,5,Best fitness app yet!,"Graphics:
🔲 Is this even a game?!
☑️ Pretty good
🔲 Good
🔲 My 3 year old cousin made it
🔲 A monkey made it
🔲 Not realistic but still looks good

Gameplay:
☑️ Incredibly fun
🔲 Decently fun
🔲 It will keep you entertained for a while
🔲 You can do a few things, but not much
🔲 I can't even play it's so boring

Fear Factor:
🔲 I'm going to need a change of pants
🔲 I'll be shaking the whole time playing
🔲 It is a bit freaky
🔲 I don't jump or shake
☑️ Not scary in any way

Replayability:
🔲 Rougelike
☑️ I can play daily
🔲 A few times a week
🔲 Once a month
🔲 One and done
🔲 Only a story mode

Difficulty:
🔲 You will rage quit
🔲 Can make you mad
☑️ Occasionally will make you ticked off
🔲 You only get mad once in a while
🔲 Nothing will ever make you mad

Music:
🔲 Incredible, could listen to daily
☑️ Good
🔲 Alright, listen to occasionally
🔲 Tolerate it while playing
🔲 Rather play with no sound

Pricing:
🔲 Worth more than the price 
☑️ Well priced
🔲 Slightly over priced
🔲 Should be half of price
🔲 Should be free

Story:
🔲 Super immersive and well told
🔲 Decently told and good story
🔲 Kind of boring
🔲 Hard time tell whats happening
☑️ No story

Environments:
🔲 Insane, incredibly detailed
☑️ Realistic and is pretty detailed
🔲 Moderately well made
🔲 Almost nothing there
🔲 A white box would look better
Final Rating:
9/10"
743,Max Chung,Aug 19 at 1:36 AM,5,Good game,Nice game
744,Felipe,Jul 14 at 5:19 AM,5,A must to have!,"I been lagging to stay active, so I gave a try to this applicatuon and now Im much more active, I can do at my pace and it keeps me motivated, i would recommend at least to give a try."
745,송정환,Aug 15 at 8:01 AM,5,pretty good,it’s so helpful for me
746,Doriane Brans,Aug 12 at 5:16 PM,5,Fitness,The best fitness game that i ever had
747,Sean,Jun 21 at 12:49 AM,5,"Tough workouts, good fun","I have a few apps I use for fitness, Synth Riders, Thrill of the Fight being my go to apps. After my first hour with Les Mills Bodycombat I jokingly say that Synth Riders on Master difficulty is a cool-down. 

It feels really slick and well thought out, I’d held off buying this for a few months, but I should have dived right in, if you’re on the fence and looking for a hard cardio workout just get this. 

It’s a lot more interesting than spinning for similar gains 😵‍💫"
748,Steph,Jul 9 at 10:10 PM,5,My go to!!,"I LOVE this app. It is fun, edgy, and a total butt kicking workout. I’ve done Body Combat in person before and this is very comparable to the classes. So much fun and definitely challenges your workouts."
749,Itsyourworld,Aug 4 at 6:25 AM,5,Good workout videos.,Five stars. The money is worth it. Every update brings a new workout video.
750,Stephen,Jun 28 at 8:21 AM,5,Love this,"Best fitness app I have tried. Trainers are great and I was worried about using the controllers but actually they are fine.

Great for my adhd to do a 8 minute hit workout that keeps me engaged in the afternoon to turn my brain back on!

Well done you kiwis!"
751,John Nguyen,Jun 19 at 6:09 PM,5,VR BEST Workout game period.,"We need more games like these! I am so glad I found this game and was very hesitant to buy. This game will definitely get you sweating within 5 to 10mins of workingout. The courses are so well designed with great instructor and music. One of the things I am glad they future is that they added other players scoreboard live, which makes the game more immersive. Thank you developers for making this game! If you where to teach me math and science i will buy it lol! Ok I am going off topic, but if we can learns job trades in vr from cooking to medical. Then we are moving in the right direction, I can't wait what you guys develop next. You guys are a life savor❤

Next update request:
-  build your own courses with optional time limit
- add jumping jacks and sit-ups into the exercise
- have live people in the same room, so we can push each others limits by able to talk to each other for motivation 
- have an instructor on the front side to guide your body movements to hitting targets.
- if you can get tae bo into these couses even better
- stretching or warm up exercise courses

Thank yout for your time and consideration :)"
752,Eric,"May 2, 2022 at 6:39 AM",5,BEST WORKOUT EVER!,My oculus has been collecting dust for the past year until I took a chance and bought this app. I literally workout every single day to this. Huge fan! I hope you keep adding workouts and/or sell expansion packs. Please don't make this a subscription!!!
753,Doublethreat,Jul 8 at 4:21 AM,4,Love it…but would love it more if….,"It’s fantastic, gets my heart rate up, it’s so fun you forget that you’re working out.  I hope and pray that it doesn’t turn into a subscription service.   After using it for under a week, twice per day, I find I get tired of the music tracks and although the trainer are motivating, their lines are repetitive.   The knee strikes need a little tweaking because I can barely hit the targets; even after the tutorial. 

Edit: Thank you for the updates and the new workouts they are awesome. I especially like that more squats are incorporated into some of the workouts; more leg/booty focused workouts. 😁"
754,Tee,"Apr 29, 2022 at 1:29 PM",5,Omg Great om every LEVEL,"Let tell ya I got this app with aspersions of maybe I’ll like and get what I need or it will b a complete failure.. let me just say I love this app workout and I’m the kind of guy who works a very physical job and so I usually absolutely no desire to work out in any capacity but after seeing what others said about this app in review I decided to try it! Boy am I so glad I spent the 29.99 for it. After 2 workouts back to back days( completely un normal for me) I find myself excited to get off work and jump on the oculus for my workout. I’ve noticed that so many of the workouts apps want a annual membership and I’m not one to commit to those. It was so nice to see les miles workout didn’t demand that. Please don’t change this in your game app I would happily buy new workout dlcs. This game/workout has got me all in on working out. For anybody in the edge of wanting to buy this. Let me tell you, it works and works extremely well you won’t be disappointed. Happy workouts everyone!!"
755,Cornucopian,Aug 8 at 10:52 PM,5,Great!,Give me good excercie! Excellent!
756,ghamdar,Jul 20 at 4:10 PM,5,Excellent Workout,Excellent combination of workout and having fun. Love it 👍 and if there is a bonus star 🌟 I will give with no hesitation
757,Kiyana,Jun 21 at 11:36 PM,4,I'm excited for this.,"I tried it for the first time this evening and I enjoyed it. It's very reminiscent of BoxVR which makes me a bit happy. I did three workout sessions and when I was done, I was dripping in sweat. My only issue is when you grab the block that you smash on your knee. I had a bit of a problem with that. Also, some of my punches didn't register but either way I'm truly excited about this and hopefully, I’ll have some time to make this a part of my Self Care routine."
758,Ian,Jun 15 at 5:45 PM,5,Well fleshed out fitness product,"I have been using my quest 2 for my cardio needs for some time now. I have avoided the other fitness apps due to their subscription based pricing model.   I settled on thrill of the fight as my go to app for a cardio work out, while it is a great boxing simulator and great work out, it became a little boring as there is little emphasis on improving technique

I stumbled across this app and decided to give it a try.  At such a low price point I wasn’t expecting much but in reality it is a well thought out and well executed fitness app. There is plenty of content for all fitness levels and the routines focus on technique as well as intensity.

I was impressed at the couching style used that was always encouraging with out ever becoming annoying

Easy to navigate, fun to use and a great work out not to mention a low entry fee without a requirement for an on going subscription cost

Well done!"
759,NikJoeJay,Jul 8 at 6:09 PM,2,Uh…Just okay,"I got this because you can buy it… I like it okay.. just found out how to mute coaches voice so I can workout with the distractions… Its okay… they dont have songs I like… Im not sure if you can create your own playlist of songs and workout (as I havent played to long to see) I like Boxing VR on PS4, because you can pick songs you like and workout… If i dont like the songs, I can’t work… so I guess thats why I can get into the game… the workout itself does make u sweat… but that alone can’t motivate me to keep coming back.."
760,Quinn6463,Jul 5 at 9:15 PM,4,Great!,I just tried for the first time today. I am still a supernatural fan but wanted more variety in workouts. It Definitely made me sweat! I still new to me so I have to get use to it but it was a great workout. I wish it had a companion app so I can see my progress and plan my workouts before I get on the oculus. I know it’s nit picking but just a suggestion. Other then that it was great.
761,Sleepyp,Aug 11 at 9:29 AM,5,,Love it!!!
762,bobojojo,Aug 9 at 10:37 AM,5,Great,Its a great not game
763,Tukster,Jun 14 at 9:07 AM,5,Absolutely the best,Incredible… I also have a subscription on the Less Mills online classes. However this brings the body combat to a total new level. Due to the way you have to hit your targets it makes you have to work harder and better. Combined with the gameplay of others doing the same training and scoring points for hitting correctly with power! If like me you are a bit competitive you like this… you want to win this round.. and the next!
764,Teresa,Jun 14 at 7:07 PM,5,Amazing,"Easy to us, workouts at different levels, it’s fun and challenging, after a few minutes I’m sweating. Good variety of activities to choose from for targeted or full body workouts, super easy to follow.

I definitely need to secure my hands to the controllers and a bigger space as I nearly punched my tv!

Very realistic and immersive and no subscription! I love that you can play against others but you don’t interact with them, it’s just names on a scoreboard for motivation. 

I usually start strong in first or second and end up last lol"
765,Andy Tan,Jul 21 at 7:53 PM,5,,Nice and realistic VR game. Make me want to do more. It really sweat me out and worth it for the 1 time purchase
766,Apocrufex,Jun 15 at 12:38 AM,5,Great workout that’s challenging and fun,"I’ve seen great results in regards to my fitness and stamina playing this 3-4 times a week. Highly recommend for anyone who’s looking for a VR fitness game. It’s motivating, challenging  and so much fun. Looking forward to the new update! Thanks Devs, Les and of course Dan and Rachel!"
767,Julia,Aug 1 at 9:26 PM,5,Totally worth it,I think this app is totally worth it the full price
768,WaistBound,"May 28, 2022 at 11:23 PM",5,Excellent,"I’m currently a truck driver who used to box in the military! Workouts as a truck driver are hard to come by and it was the whole reasoning behind my Oculus purchase! I bought “Thrill of the fight” which for a boxing game, was a pretty good workout! I pummeled all 9 of the combatants on every single level of hardness the game offered so it lost its flair for me. I then proceeded to purchase “Creed” and walked through the story line of that game (huge Rocky fan). I researched every “boxing” workout available and was instantly turned off by the “membership” apps and thought I’d give Les Mills a shot! I wasn’t disappointed! The workouts are genuinely fun, competitive, and their instruction on how to actually punch is right on point! I have limited space to workout without punching cabinets and dash panels LOL and I can do a full body workout with this! I’m feeling soreness in places I forgot could get sore and that’s a good thing! I highly recommend those looking for a great, fun workout to give this a go! Please as others have stated DO NOT make this a membership deal! It’s PERFECT the way it is! Hats off to the creators!"
769,limbsallaccountedfor,"May 27, 2022 at 6:10 PM",5,Fun way to get your heart rate up,"good workout, no subscription, trainers are motivating but after time it gets repetitive, wish they could be volume adjusted and music made louder after you've done the workout multiple times. I really like trying to hit new best scores and like that it shows you over time improvement, would like to see history of calories burned, or more achievements/challenges too. Only issue I have is probably user error... But I can't seem to hit hammer punches, like my arm span isn't wide enough and there doesn't appear to be a way to adjust that, I basically have to choose a side to hit and lose my combo every time.... But unless you have tiny arms like me probably not an issue 😂"
770,Jon,Jun 11 at 11:20 PM,5,Absolutely fantastic!! Buy this!,"I don't normally write reviews but this is just absolutely fantastic, the workouts are great fun, really feel the effects of them, the two people guiding you through them have great personalities and nothing feels fake or forced as they talk to you. Being able to see other people's scores as your working out really helps to push you that little bit further too.

Genuinely the best thing I have on VR right now!"
771,Namtango,Jun 16 at 1:54 AM,2,So broken.,"The bugs and awfully poor design choices stops this from being good.
Asking someone to smash their controllers into their knee is insane.
The same goes for the uppercut.
Are you guys aware that we can't see our actual bodies while playing this?
This is mind-numbingly dumb."
772,Anson Chew,Jul 13 at 8:34 AM,2,Unable to re-enter your screen & bugs,"This is my first purchase app in the Quest 2. Overall the app gives an acceptable workout. However there were some issues that need to be address: 
1) Unable to re-enter your screen
2) App not able to register below the knee moves
3) Delayed registered hits"
773,Viniati,Jun 20 at 7:20 PM,5,Simply the Best,"This is by far the best workout experience that you can get on quest - I’m someone in really good shape & can easily get my heart rate up to 175 no problem within 17 min 🙂. Good stuff!! Keep the content coming, I’m telling everyone about this app"
774,Vixxx,Jun 17 at 11:03 AM,1,Not challenging..,"I tried this app on expert level the day I purchased it and it was far from challenging, not to mention the graphics aren't very good, and music is definitely not on the top 10 hits list..
I'm pretty disappointed and will be requesting a refund..I won't be suggesting to others sadly.."
775,Sonny Cave,Jul 1 at 7:39 AM,4,"Very Good App, Needs Some Improvements","Rachel and Dan from LesMills make this an enjoyable and challenging workout app, with a variety of easy and fun sessions plus more intense options for serious cardio and hand-eye coordination exercises. The virtual gym graphics are nice although vary a bit more to spruce up the experience. The hand controller/target interface in the programming is not always well synchronized causing “missed punches” that were actually “hits”. In connection with these asynchronous glitches the controller glove graphic sometimes goes limp or disappears. I don’t have this issue with other programs that use similar controller motion, so am thinking it is a BodyCombat phenomenon. The other area for improvement is with the online/offline consistency issue mentioned in some of the support forums. Sometimes the program can inexplicably only be played offline which causes diminished features such as other player info and leaderboard tracking. Notwithstanding these areas of needed improvement, overall this is actually a quite nice app; it has become my predominant “go to” indoor exercise routine (and on the back porch deck as well!)"
776,Dluv,"Mar 10, 2022 at 7:24 AM",5,No Subscription. Enough said....,If you are on a fitness journey and you own an oculus this is a must buy. It's my go to app. The trainers are so motivating and the leader board keeps your competive spirit going. I can't explain it. It is something you will  have to experience. I have lost 20 pounds since January. You will see noticeable progress if you are consistent. There are low intensity workouts and high intensity.
777,Maco,"Mar 29, 2022 at 6:52 AM",5,I just finished my first workout and…,"It was intense. I am a frequent Supernatural and Beat Saber user so I thought this would be a piece of cake. I was wrong. This will have you moving your whole body and have you sweating and heavy breathing and at the end you will be proud of yourself because you didn’t know if you would finish the workout. Okay maybe not everybody but I promise you this is worth it 10x over. A wonderful addition to Oculus and a no brainer when you look at the cost to value. Buy IT NOW. do it for yourself, your body will thank you later."
778,FitProVR,"Feb 3, 2022 at 8:01 PM",5,Easily the Best Fitness Experience on Q2,"Take it from me, a guy whose channel literally ONLY reviews fitness games on youtube, this IS the best fitness experience to ever grace the quest 2. The coaches are motivating, the workouts make sense, it’s a one time buy with an optional subscription. Odders and Les Mills really knocked it out of the park with this game. No complaints, well done.
Side note: Don’t follow the path with the knees, hold the little robot jawn up high, and then slam it to your knee. It can get confusing if you’re struggling with the knees. 

Check out the full review for this game on my youtube channel: FitProVR
https://www.youtube.com/watch?v=9-gtfZSRQuU&t=7s"
779,Craig,Jul 12 at 11:15 PM,5,Love it!!!,This is an EXCELLENT work out app.   Fun but very challenging.  I use it several mornings a week.  Can’t recommend it enough!
780,Megaram505,Jul 22 at 4:45 PM,5,Great for more mature folks.,I am liking this app. It great for someone my age(60+). I am starting low intensity & taking my time working up
781,Eiann03,Jun 7 at 10:49 AM,5,Great Gym replacement without Gym Fees!,"Unlike FITXR, this game offers similar great workouts for a single time purchase. It even managed to make a smart way of making you move your legs even without leg tracking, giving you a full body workout.

It even comes with built in calorie tracker giving you a good estimate of your exertion in game. More fitness games should stop bleeding customers' of their hard earned money and instead help us bleed off calories of our waists."
782,Maxppc,Jun 16 at 12:30 PM,5,"Best ever, motivating, various, updated",Everything I could ever hope from a fitness game. Keeps me motivated with two hosts that follow you during every session. Many lessons with different levels. One time payment game really worth the money. Updates coming often too. This is just perfect!
783,Kyler Clayton,Aug 2 at 12:00 AM,5,Excellent,It's awesome! Love it
784,Chris C,Jun 26 at 7:54 AM,5,Awesome App,"I take Body Combat at the gym and this app takes a new level. Love it and really enjoy the virtual workout. Highly recommend getting it. If you can’t make it to the gym, this is a great alternative."
785,Jorge,Jun 5 at 11:24 PM,5,Love the feedback!,"If you’ve done Combat before this is a no brainer; if not, try this. Yes there are other boxing fitness apps but Dan and Rache have been doing this for a long time and are super motivational. I also really love the real time relevant input they provide (not just unrelated motivation, but tips based on what you are doing).
Plus it’s cool that you are in a room with other boxers (kind of, you only seen the avatars in the beginning but there is a scoreboard so you have some competition!)
I only wish the target colors were different- a bit hard to remember what purple and green corresponds to (for me anyway)
And no sub!!"
786,Darkerius,Jul 26 at 6:29 PM,5,The best fitness app,Just The best fitness app i used until today
787,Mini,Jun 9 at 6:29 PM,5,"Send me to rehab, I am ADDICTED","Fitness and fun wrapped up in 1.  There is a variety of workouts and new ones are added.   Workouts for  beginners to advanced.  Description includes intensity, time and body move.  When working out stay motivated with score and streak.  So glad there is no subscription needed."
788,Deadpoint,"Apr 30, 2022 at 8:07 PM",5,Best non-subscription fitness app.,"Les Mills is definitely the best non-subscription fitness app. One thing about this app that I thought I would hate but ended up liking a lot is the coaches ""talking"" to you during your workouts. The jokes get old but I did find the instructions on what punches are coming next and how you should punch the targets helpful. I highly recommend this app."
789,Starbreak,Jun 3 at 7:42 PM,5,Very good excersize program,"Im 170cm high and was 100kg in weight. I hate gyms and feel very uncomfortable while I train next to others. This game is perfect for this problem. You train alone, but you always getting encouraged by the virtual trainers, and it can burn 400-600 kcal with around 45 mins. At least my Mi band 6 tells this data. My heart rate is usually 140-160 average and can spike up to 180 peak. Im not using any pills and with some attention over my food, I lost 3 kg in one month. I recommend it to anyone who wanna get some basic fitness."
790,Hos,Jul 31 at 10:27 AM,2,Annoying commentary,This would be a great game if the coaches didnt talk 24/7 during workout and i cant turn their voice off and listen to the music
791,YoloGamingTech,Jul 23 at 8:51 AM,5,Best App Ever,I have tried it. Never felt so motivated and good
792,Morgenstern74,Jul 13 at 7:00 PM,5,Absolutely awesome!,The best fitness app on Quest Store. Simply great. You have to try this out. It’s unbelievable.
793,Gypsy,Jun 30 at 8:53 PM,2,Potential is there but not quite ready,"For me, the targets are always a bit off especially for the knees. It never hits the target no matter how hard I try. I did Muay Thai for years so I know it's not just me. 
I ended up going with Supernatural boxing because I prefer that platform and the accuracy of the targets much better. 
I'm much less likely to use an app when the targets are that far off. Sorry it had potential but this app needs work before it's ready for purchase."
794,Malencroix,Jun 20 at 10:28 PM,5,Great!!!,"I have been using this for about a month and it is great!  I get a great workout, don't pay a subscription fee and find the coaching excellent.  It doesn't gav the latest pop tunes, but I didn't buy it for that."
795,DoomRoman,Jun 28 at 11:26 PM,5,Amazing!!!,"If you looking for great workout experience Les Mills VR is the app that you need, it got short, medium and long sections of exercise that would definitely make you sweat."
796,Kingchim,Jun 4 at 9:42 PM,5,Wow 👏 👍,"A really good game  . I just bought  it couple of days and got hook 🪝  no pun intended. The scoreboard is a motivator. The music is synch with the workout . Well done 👏 , Magnifique, Bravo. Please no subscription!!! If you have Dlc happening every year or couple of months men no other workout game can't compete. 

Great game 👏 👌"
797,Chimi,Jun 22 at 5:18 AM,4,Great! Active! A few suggestions.,"Love it! Great workout! One thing I would do is add a few more settings maybe a solo time trial where you keep going until you mess up, or a versus mode for 1 on 1 with friends. Maybe a change in music get some popular songs you can just groove to while you work out. Missions would be fun too! keep it more interactive that way. Still fun though but has the potential to be amazing!"
798,FleshyMonkey,Jun 22 at 4:22 AM,4,"Pretty good, and only a one-time fee","These workouts are pretty good, at least as good as Supernatural, with the significant advantage of only costing a one-time fee.  I took a star off because the trainers never stop talking and unfortunately they are very, very repetitive.  It would be really great to be able to turn them off and just workout to the music, but as of this review, you can't.  Even from one workout to the next, it seems they recycle some of the same phrases.  Anyway, still good for sweating a bit in VR and I endorse the one-time fee concept!"
799,Zanderthefirst,"May 1, 2022 at 11:33 PM",5,Great Product,"I wasn’t sure how much of a work out I’d really get but thought I’d give it a go based on the good reviews. I’m so glad I did! It makes you sweat, leaves your muscles tired and is fun. You can monitor your progression and there’s a good variety of choices within each intensity level. I’d recommend this product."
800,Ismail,Jul 24 at 7:00 PM,5,Great work out app,Great coaches and workouts.
801,Skitless,Jun 20 at 3:52 AM,4,Great fitness game,For someone who got vr to help become more active again and lose weight. This is amazing has something for everyone from completely out of shape to workout daily.  Been using this scince feb and slowly progressing threw the intensity  levels. 1 time buy no subs yet . The music is decent only and instructors are good but you will notice they say the same thing if you repeat  the same workout which is bit annoying.
802,Jesse,"May 30, 2022 at 8:19 PM",5,Nearly perfect!,"Fantastic fitness app. Great variety and works up a sweat. Sometimes I feel like the knee strikes are a bit hard to register, might be user error (sole complaint overall). To echo another user, please don't do subscriptions. I'd consider DLC, but if it ever goes subscription model I'd probably stop using it."
803,Chef J,Jul 1 at 6:55 PM,4,Great didn’t know ??,Great workout a lot of variety and i didn’t expect to get this much results I. Six months I have went from a size 42 waist to a 38 I have always been a big since high school but they are vary motivating and make you want to keep it going
804,Moutarjem,Jun 30 at 6:34 AM,5,I need help,"Hi everyone 


How can tell this specific exercise was played before, as I don’t remember what exercises I did the day before.

Thank you"
805,Dave F Macias,Jun 28 at 6:32 AM,5,Great Exercise,"Great Exercise, and I love that I can buy. 
Not a….  (Have to have a commitment of paying every month).   
(Thank You….  Les Mills BodyCombat)."
806,JWT,Jun 25 at 1:02 AM,5,"Loved the workout, got my son moving","I love the workout for myself, something to get moving away from the gym. Now my 10 year old son has taken it over and doesn’t even realize he’s working out."
807,anhtuan,Jul 7 at 9:34 AM,4,Just starting....,"Been doing a couple of workouts and it is really tough, in a good way. Gets your sweat going! Only thing missing from 5 star is warmup and cooldown routines...if they add those its a full thumbs up ;)"
808,Richard Hoban,"May 29, 2022 at 1:29 AM",5,Love it,"If you want a fun but serious full body boxing workout this is a must. Great cardio but excellent for targeting a lot of muscles. I do this and supernatural boxing too. This feels more like a full blown workout while supernatural is more just shadowboxing to fun music. If I could only take one it would be this hands down as I like results from my workouts first and foremost(as long as it retains an element of fun) but it is also fun too. The price is a steal, and this will make you a better fighter than supernatural no doubt. This company has been around since 1968, while supernatural is fairly new. They know about fitness. I like to do supernatural too because of the music and the speed boxing is a different dynamic, as well as I love some of the flow workouts too."
809,Withanie,"May 3, 2022 at 11:30 PM",5,Play 5 x a week great value for money,"I love this game it’s really helping with my mental health as well as physical I force myself to do a workout in the mornings and I’m amazed at how much I’ve improved in terms of what I can handle. The first time I had a go I found the 5 min easy workout hard I’ve now progressed to 25 min intermediate workouts ! I get such a buzz knowing I’ve started the day on a high and it is helping me to lose weight along side being mindful of my diet. I’ve lost 27 lbs so far about a lb or two a week.  
I’m so impressed with the value for money the subscription services really put me off on other apps. The latest update is great quite a few new workouts added which was such a bonus. I also love that there are different profiles my husband and daughters all use it as well. 
I would like if it there was a multiplayer option so you and a friend could work out together - I start a party and we both turn the voices off and try and press the button so we start our workout at about the same time but it is fun to do it with a friend and encourage eachother along/ laugh when we mess up.  I think it would also be good to have a more detailed / clearer score card area showing your high score , recently completed work outs with pbs for different workouts etc. it would also be amazing to have workout plans to follow to build fitness / lose weight. 
I thoroughly recommend this app 🤩 thanks 👌🏻"
810,Richy,Jun 23 at 11:02 PM,5,My favorite App,I don't play an app more often than this one. The workouts could be a bit more challenging. I always do a long workout followed by a medium workout. It's just fun.
811,sh6ggy,Jun 16 at 11:27 PM,5,Like Beatsaber but not Beatsaber,This game is a lot like beat saber like hitting objects while doing various movements. In Beatsaber you have to squat when the red zones appear it’s like Les Mills. I think Les Mills is better!!!
812,Daryl,Jul 16 at 4:08 PM,5,Superbly done app.,Great workouts. A real bargain for three price.
813,Murph,"May 26, 2022 at 7:20 AM",5,Excellent,"Great workouts... Flexible difficulties, flexible times, and NO MONTHLY FEES! I agree with many other reviewers, I would gladly pay for something like this to OWN. create new novelty areas or scenes and I'll probably buy them too.  Please don't change to fee based monthly stuff though... I'll drop it in a heart beat."
814,ishmael.raido,"May 27, 2022 at 11:02 AM",5,"Great workout,it's Quest 2 seller for me","Fun to do workout every day. Challenging, adjusted from duration and intensity points. I can sense feedback from hits and misses. Some tracks are really cool, I like Dab on Me (or like that) the most... as for now.
And - oh gosh - those environments are awesome! I would love to play a quest game in that cave steampunk city from the recent workouts.

This app is the most frequently used on my Quest 2. I don't know about memberships (I'm out of USA) but I'm ready to buy new workout bundles to support the project and enjoy sport."
815,Hurleymacfar,"May 26, 2022 at 2:56 PM",5,Outstanding,"After using fit XR and boxVR for a while and finding them a bit limited/basic I purchased this... It's at a whole different level. The graphics, UI and sessions are way better. Plus unlike fit XR everything is included in the price you initially pay. There are multiple different moves to use that really give you a workout especially at the higher levels. Your accuracy needs to be good as well. Wait til the targets get really close and then strike... Wildly swinging or punching too early will mean a failed strike. Highly recommended for whether you want to train or just workout. If you click on your profile and click right you can turn off the coaches voices  (I quickly found their 'input' annoying). Obviously some people will find them encouraging. I train everyday and LesMills makes a physical and mental difference 👊💪"
816,Brian Bearden,Jun 30 at 9:34 PM,3,Not bad,I like this app a lot but I’m a little disappointed in the consistency of it picking up the strikes. Some times it doesn’t pick them up and other times it works just fine. Over all I really like this app and will continue to use it.
817,hshore62,"May 10, 2022 at 4:14 AM",5,Les Mills my Savior,"I do not like stinky sweaty gyms and everybody that thinks they have to dress like they're in a fashion show. At home. I can do it when I want anytime. I want any day I want and not worry about anybody else around me or have to wait for machines or anything. The workouts are great! They keep me moving and sweating getting in my cardio, my burn zone and help me stay fit with something I love doing which is the boxing. What a great challenge!"
818,Carl,Jun 21 at 6:55 PM,5,KRANKY 72,"Excellent game, simplistic in its movements, but really keeps you coming back for more! I burned 150 calories in 20 minutes ( Apple Watch + in game calorie counter)"
819,Carmen Bliss,Jun 6 at 4:14 AM,4,Knee strike is off,I got the game because I thought the knee strike was going to be fun and something I haven’t seen in other VR fitness games. Can we get an update where this actually registers well? Other than that is a great work out! :)
820,Whocares,"May 24, 2022 at 8:36 PM",5,No subscription,This game is going to kill the subscription based fitness games.  Thankfully that fad is coming to an end not that Pelotons stock price has been obliterated and the company is about to go out of business.  There will be less pressure from the bad people who were trying to push VR fitness in that direction.
821,CodedParticles,"May 24, 2022 at 6:18 PM",5,Worth it!,"Coming from someone whose done HIIT WORKOUTS, like insanity, asylum, insanity max30, etc. This app does the job, amazing workouts, nice combination of movements, high intensity for advance users and low intense for beginners. You won’t get bored. But you will get sore. Please don’t do monthly subscription, do packages for new workouts like beatsaber."
822,thinkingatoms,"May 23, 2022 at 7:20 AM",5,excellent workout game! with suggestions,"this is the BEST workout game on Oculus PERIOD.  i have/tried almost all the workout games (Beat Saber, Pistol Whip/Thrill of the Fight/Supernatural/Dance Central/Climb 2/Superhot), none of them is as fun and as good a workout as this game.

suggestions:
1. please take out the ""ooh so close so far"" end-of-run commentary, it's really deflating
2. please add a tutorial video on how to properly strike incoming blocks, maybe just on YouTube or something.  i  have no idea if I'm doing any of the punches right.
3. please add WARM UP routines, sometimes i forget to warm up and go into high intensity and sprain/pull something
4. more ""bad"" players in the concurrent user list if possible, sometimes on hard i am giving my best and still come out in the cellar
5. i know everyone is asking but multiplayer mode please

thanks again for a great game!"
823,Laila,"May 23, 2022 at 3:20 AM",5,I Absolutely Love This App!,"I was directed to this app by a bunch of YouTubers who rated it number 1 in their books and I decided to give it a go. I am not disappointed. I really struggle going to the gym. In all honesty I hate the gym. I get anxious and bored after spending about 3 total minutes on a treadmill or any workout tool so when I started using this app, I found myself immersed and entertained the whole time. I totally love it! I’m documenting my 30day challenge on Tiktok because this time I know I’m sticking to it. I would also like to add that I’ve never sweat like this in my life. I had to get another set of silicon covers for my vr set. I’m also thinking of investing in a vent fan to help with the occasional fogging up. Thank you for creating such an awesome app! I love that the pay is affordable but saying this, I am also happy to pay towards any extra features and also to support this app. So ping me when you have something lined up!"
824,Sy,"Apr 18, 2022 at 4:00 AM",5,Sweating off the last 2 years,"I loathed the idea of traditional fitness.  So I got a Quest.

Beat Saber got me started and is fun, but once you learn the songs, you'll find you aren't moving to chase notes anymore, standing still and moving your wrists.  You're playing, but you aren't exercising.

Thrill of the Fight got me sweating, but I don't have the form to do well in that game yet, and it wasn't fun.

LesMills is the best of both:  fun and sweating. I'm feeling the burn in my shoulders and legs from low-intensity workouts, and I have the motivation to work in medium-intensity exercises too.  If you aren't competitive, don't worry:  The leaderboard you see on the right is actually not live people, and you can easily turn off ""social"" mode to hide the leaderboard.  That said, even with that knowledge, I still want to keep going to be in ""first"".  I wouldn't mind a true social/multiplayer mode to play with my wife, but the game is new and I enjoy it for what it is.

Just today they added five new workouts (35 total) and more optional tutorials.  $30 is worth the experience.  Go for it."
825,AHNOYTED,Jun 22 at 6:06 PM,5,Awesome,I really love this app it's really fun and it's very challenging so many different levels to achieve... The narrative keeps me motivated and on track
826,Smokes,Jul 7 at 3:35 AM,2,More striking combat needed,Good workout however I had having to squat everytime because the headset always slides around as I’m sweating. Wish there was just more striking exercises instead of adding squats and knees.
