,Name,Date,Star Rating,Title,Feedback
583,Andy,Oct 8 at 1:27 AM,1,Absolute trash,Well just wanted to try out the free version. Won't even load pass the loading screen after signing up. Have uninstalled and reinstalled. Same out come
584,Seth Braswell,Oct 1 at 4:49 AM,4,LiteBoxer,This game is awesome I enjoyed playing a game while working out at the same time. It doesn’t have to bad of graphics but could get better. I just wish there was more free songs.
585,Prateek Chitnis,Sep 8 at 9:13 PM,5,Great VoRkout,"I normally go to the boxing gym, but recently I have a packed schedule and juggling a lot of things. I have started using the VR LiteBoxer and I am loving it! I am able to get my workout in and I can add that in during lunch time."
586,Jaxon,Sep 29 at 9:45 PM,4,Gives me the motivation to work out,"This is just what I was looking for.  Its easy to navigate and fun to do. I was struggling, trying to get motivated to work out and this gives me a little switch up through the week."
587,Wad3Wils0n,Oct 21 at 8:25 PM,5,Does what you want it to,Great work out
588,Jake,Sep 25 at 8:14 AM,5,Great for exercising and good fun,"This is a great VR experience that is fun as well as really good exercise.

I've only played the free version but have to say, it's really addictive."
589,Ladykie,Oct 12 at 3:51 AM,4,A free version for new users,"It's an app that helps with controlled fast, hard hitting targeted punches. The lessons are short so anyone can do them."
590,Christopher Bergene,Oct 17 at 3:25 PM,5,Great game,This is great even the free mode
591,Leah,Sep 2 at 4:24 AM,5,Great App,I enjoy the app. Its a fun way to personalize and customize your workout. You choose the intensity level and create a music playlist that allows you to fight to the beat of the music. It definately makes working out alot more fun and effective. 100% recommend!
592,Jake,Aug 24 at 9:09 PM,5,Fantastic arm workout,This app really gets you moving and gives you freedom to punch as you wish. I like to challenge my speed and accuracy with using one arm or increasing the difficulty for increased speed for both arms. The music even for the free option is decent and i plan to purchase the membership to unlock all the options.
593,RauschyFam,Oct 17 at 9:08 PM,5,Fun,This is a fun way to work out
594,Zombie,Nov 4 at 4:33 PM,2,Great work out,Changed to 2 stars as they have me a voucher that didn't work in the UK for my review.
595,Jason,Oct 6 at 12:38 AM,5,Great,Great excercise. I use the basic package but music isn't too bad. Overall very pleased.
596,Pietro,Oct 23 at 9:04 PM,4,Fun,It’s a good game but more song choices would be nice
597,NIKKIJ,Oct 16 at 10:29 PM,5,Pretty cool,Good exersice. Fun. Fast paced.
598,Savoie,Oct 20 at 12:40 AM,5,i like,i like this app
599,Josh,Aug 23 at 9:16 PM,5,Feels more than a workout,"This game feels more than just a workout, I feel that I can enjoy going at my own pace while feeling like I’m not working out as a chore. Being able to set goals on a leaderboard helps eliminate the mundane workout. I can feel accomplished and try harder each day to better myself. 10/10 for the app."
600,Toinette,Oct 23 at 12:04 AM,4,,Good Workout! I feel Premium is a little on the high side
601,April,Oct 14 at 9:43 PM,4,Fun App,"I enjoy this app, it is a good workout especially for your arms and punching is stress relieving."
602,Theresa,Sep 17 at 7:07 PM,5,Already Hooked,This is so much fun. I use the free version right now. The songs are definitely better with the paid as with most other apps. It’s easy to follow along and gets you moving.
603,Zed,Oct 13 at 11:06 PM,3,Pretty cool,This is a pretty cool app. I like the classes that incorporate music with the punching. The only downside is the price point.
604,Killian,Oct 16 at 12:16 AM,5,Free version,Great into to vr fintess for free
605,Ames,Oct 17 at 10:57 PM,4,Good quick workout,For just basic only it is a nice quick workout and it does raise your heart rate
606,Phippard,Sep 7 at 9:47 PM,5,Free version good for casual use,"I’ve been using the free version to try and gain a level of fitness back after no training for 12 months 
The game will keep you entertained from start to finish weather it’s just punching to music or a coach led class"
607,Twinnie,Oct 18 at 9:06 PM,3,Fun,I downloaded the free version and didn’t know what to expect but I have found it a fun workout.
608,dumbfreak,Sep 25 at 9:05 PM,5,Best App Ever,I feel like this is an insanely amazing app my 13yr old and myself both use it and gets us up and moving and feeling amazing......
609,Lorrie,Oct 10 at 3:14 PM,1,Install,"This game will not open, will not quit trying to open even after I hit quit and restarted my oculus. Super frustrating!"
610,Bentley,Oct 18 at 2:33 PM,5,Lite boxer review,Very good game
611,PatchWorkHero,Sep 27 at 10:00 PM,5,Easy simple jump right in,The app is easy to understand and navigate with a good variety of ways to work out with it's different session styles.
612,tripplet.2002,Jan 15 at 3:49 AM,1,Can’t start,"I tried to play but it asks me to create a profile.  I try, however can’t get pass the profile screen. Where’s the help button?"
613,Brad,Oct 25 at 9:02 PM,4,Nice workout,You get a nice workout out of this
614,Maddox,Sep 28 at 9:21 PM,5,Great game in general,This you can play free. And get fit really good and especially since I couldn’t find many free fitness games.
615,Tacocat,Sep 20 at 10:47 PM,5,Love it,"I only have the free/basic version. I love it so far, fun workout. Training runs seem legit thus far, looking forward to playing it even more tonight!"
616,Rob M,Sep 25 at 6:24 AM,5,Liteboxer is awesome,I was able to practice and learn easily how to punch accurately.  I'm curious about the subscription now!  Definitely a go to app!
617,Xinjie1st,Oct 7 at 7:17 AM,4,Great work out,Easy to use app. It is a great work out for me and it is free!  I know nothing about boxing. This app is fun and makes me move.
618,Tom Younger,Sep 26 at 3:15 PM,5,Quick workout,Great for the days when I don’t want to go to the gym but still need to do some sort of exercise! Great 15 workout !!
619,Islandsweetie,Sep 13 at 9:04 PM,5,,Just signed up and I enjoy this game very much. It took a few practices to get the concept but once I did it was so much fun! The music is diverse and it helps with the coordination.
620,ryley,Oct 10 at 10:35 PM,5,great game,it’s a nice fun game to play while your bored
621,Caygee,Oct 18 at 4:31 AM,4,Good workout,A little hard to follow at times but work out will humble most people
622,Baker45,Oct 8 at 6:13 PM,5,I need more of this,Tried this on a whim and now I’m addicted too much fun
623,Gustavo,Sep 21 at 5:26 AM,5,Great experience,This is one of the first apps that i choose as an exercise experience. A lot of possibilities as a beginner an good options without a suscription.
624,Sabre485,Oct 12 at 9:25 PM,4,Fun way to get started!!!,Great way to get started on working out and getting your technique down.  Liking it so far!!!
625,yallan99,Sep 22 at 11:00 PM,5,Liteboxer,Good workout.  Like how it not only works my arms but I can feel it in my hips.  Like the trainer that comes up to explain the workout.
626,Lisa,Oct 4 at 11:17 PM,4,Great app!,It's a great fitness workout from what I used as I only tried the free version. I think its a little over priced hence the 4 stars.
627,Mikey,Oct 5 at 9:02 PM,5,Excellent fitness app,Great fitness app can be difficult to navigate menus otherwise great
628,Alan,Aug 1 at 11:36 PM,4,getting back into fitness,Deciding to get back into a fitter lifestyle I thought about what games/apps on the quest might help me. I stumbled across this little gem and in living it. The range from a 1 song workout to a 15 min workout so far. Im sure tgere are longer ones but im not ready for them yet. The free option has many great options and doesnt feel as limited as many other games that offer free trials. seeing my hit my punch targets is great motivation to keep going and the fact it breaks me out in a sweat is great. Its my go to game at moment. Great hidden gem.
629,DoctorDonnaSong,Sep 1 at 12:22 AM,4,Definitely worth having,"I’m currently using the free basic membership and find it’s a really nice addition to my other workouts. I’ve used it to warm up for my main workout as well as at the end of the main workout when I needed to do just a little extra something. I’m still new to it, so time will tell if I will upgrade to premium, but I can already see it as a possibly. Definitely recommend."
630,Danykalifornya,Sep 18 at 11:06 PM,4,Very good exercise,The app is very entertaining the exercises have a very good quality and the graphics are really good but the problem is the subscription is expensive compared with other apps that have more different exercises.
631,Hernani,Sep 27 at 4:10 AM,5,Very Fun Workout App,"It's a very fun workout app. The songs are very nice too.
You can spend hours playing!!
Defnitely worth the try!"
632,Andrew,Oct 2 at 11:03 PM,5,good game,think its a good game. offers a good workout as well as good at working on combos
633,Alex Baccaro,Sep 28 at 2:00 PM,5,Free version,For a free version this app is excellent and a good way to start your journey into getting fit again
634,Logan,Oct 28 at 8:31 PM,4,Good,Decent
635,Amy Elizabeth Taylor,Dec 28 at 6:50 AM,4,Good BUT,"It’s good. I was excited about this. There are a few bugs though. It’s obviously new and developing, so I’m hopeful they’ll fix a lot of the small glitches. But a fun way to work out for sure."
636,Cull533,Sep 19 at 10:06 PM,5,Liteboxer VR App Review,Love this VR app. Liteboxer is a great exercise and you are having fun while playing it. Who knew working out could be fun! Highly recommended
637,Witchhouse4,Aug 18 at 9:30 PM,5,LOVE IT!,"This game is so much fun and total body workout! I broke my foot not too long ago and this was the first workout since I’ve done since healing and it had me going. I love the different intensity levels and strengths. I love how you can still view your living room and the game, so helpful with kids around!! I was dripping sweat by the end of this game!!! Totally recommend!!"
638,B,Aug 18 at 1:57 PM,5,Unexpected fun!,I was completely unsure of what I was getting myself into when I downloaded this game. If the gym isn't really your thing but want to get some cardio in this is the game to have! By the time I was done with 2 or 3 songs and then the 3 song challenge I was sweating like I just came from the gym likeable music that had me bouncing around as if this is what I do on a daily basis! I was in the top 500 out of 30000 according to when I played the 3 song challenge. If I can do it anybody can bc I'm not someone who would normally even think about doing something like this and I loved it!
639,Brewer1,Sep 30 at 9:46 PM,5,Brewer1,"Challenging workout, hand / eye coordination / and power of the punches.  I like it!!"
640,Harley,Oct 21 at 5:42 PM,3,I like the free version,I’m not paying money for this but the free one is pretty ok
641,Zeppah,Sep 14 at 10:07 PM,4,Free version works for me!,I checked out the free version. It seems to work fine and the setup seems logical to me. The only reason for the four stars is that I did not see any tutor. Never having box before I was really confused on what to do next.
642,hazzypigpro,Oct 13 at 9:35 PM,5,Great game,"warning, great game"
643,Kiantheocoplayer211MONKE,Feb 2 at 8:38 AM,4,,My son loves it!
644,Liam,Sep 20 at 11:49 PM,5,Just like real boxing,Don't need to go gym to train anymore this  is just as good . Clear Instructions from the coaches no need for a personal trainer 😁
645,Josh,Oct 9 at 3:00 AM,1,Bugged,"I HAVE NOT HAD A CHANCE TO PLAY BECAUSE IT CRASHES TRYING TO START AND THEN I GET STUCK ON A BLACK S
SCREEN"
646,Plasman,Sep 14 at 1:19 AM,4,Randall small,I enjoyed lite boxer.it is a fun way to get a good workout for free with the basic  subscription. It counts punches thrown and landed.it also counts .Reminds me of guitar hero. If you like to box this is a good game to play.
647,Cory,Oct 18 at 10:09 PM,4,Fun exercise,Fun to do but gotta pay for anything really good
648,JenM74,Aug 17 at 2:02 PM,5,Great game for a fun workout,Was looking for an app to help get me moving and becoming a bit fitter. Found this and am really pleased. I've only got the free version but there is plenty on there to keep me going. Good fun playing the games and the trainer sessions are brilliant. Only a short session needed to break a sweat and feel great. Would really recommend.
649,Landens,Sep 4 at 1:58 AM,5,Didnt know what to expect,I didnt know what to expect with this app so I downloaded the free version. I quickly worked up a sweat while having a blast. Easy introduction and work up to more challenging excercises. Would definitely recommend.
650,Alex,Aug 18 at 8:38 AM,5,Great way to exercise,"First thing that caught my attention is how well this game tracks hands without controllers. In order to get the best results you must avoid direct or partial sunlight exposure to any of the cameras, but that should already be covered before you start the session. The game itself is pretty fun and after only two songs I could start feeling the effects of the workout. Would definitely recommend."
651,Alexis Theresette,Aug 26 at 4:26 AM,5,really surprising,"At first I had just downloaded it to test it, telling myself that it was basic but not, the game even in the free version are very complete and allows you to train well while having fun!
I really recommend it to those who want to discover a good VR boxing game"
652,Kristian Ceja,Oct 13 at 10:33 PM,5,Good fit game,Excellent game
653,AspectSolar,Oct 1 at 9:50 PM,5,Good game,I find that it's a very good game and the workouts feel good the day after
654,ClaireBear,Sep 3 at 12:56 AM,3,"Not Great, at least not for free","I haven't tried the paid subscription, but as far as the free version goes... improvements needed. First, there's really no tutorial to show people proper form when punching each pad. Second, even if there was a tutorial some of the more ""advanced"" levels go so fast I lose all sense of form in order to hit the targets on time. And third, of course, I wish there was more free content. I had great hopes for this app, hopefully they make improvements."
655,Indyah,Sep 21 at 9:10 PM,4,A fitness app that's worth it,I love this app apart from needing to having more music it's great. It actually makes me want to be active.And the routines are really fun. I've recommended to three friends already
656,John Bane,Sep 5 at 7:21 PM,4,Work our fun!,"I was skeptical at first, I was wanting a boxer to fight but the pad and the trainers and the music even on the free version was awesome.  You guys made me sweat! So I am gonna get the full version so I can get fit and not realize that I'm actually working out!"
657,Ian Scott,Sep 21 at 2:51 AM,1,Too easy,"This doesn't focus on technique, posture, or even your heart rate/pacing. If you want a fun game to move your arms to, play Beat Saber. If you want to learn more about boxing, go with FitXR."
658,SeanAndella,Aug 16 at 1:17 PM,5,Great first step into boxing!,"Learn to box and break a sweat! With wonderful work outs with trainers or use the paid subscription punch tracks with most every popular song out there today! In about 15 min you will feel the burn and.. this is a game you will definitely be on everyday 
A wonderful work out and great music! 
Great for if you want to get into boxing!
￼"
659,Br0zSquad,Aug 16 at 1:11 PM,5,What a workout!,"Love this would recommend to others! Great work out burned a lot of calories. When your doing the training it feels like a real trainer is there with you as you work out 
- ￼ All of my punches registered flawlessly. 
I have nothing bad to say about this.. please get it if you want to have a solid workout!"
660,iloveCake,Oct 6 at 6:24 AM,5,Great for building shoulders,"Tons of fun, even if it leaves me a little sore."
661,pizzabeast,Aug 26 at 9:03 PM,5,Great game I love it!,"Just got the game yesterday and have played it for hours, so much fun and makes you feel like your doing 2 things at once! I would highly recommend this game if your into music and if you want to burn some calories as well or just looking for fun!"
662,Jazzy,Aug 25 at 10:29 PM,5,Good game,"I really like the game and it’s not to intense at least on medium it’s not 😊. The game is easy to use and understand and the instructors are good as well, oh did I mention the music it’s really good but don’t take my word for it try it out"
663,RJ,Oct 1 at 9:36 PM,4,Worth the download and time,"I really like the developers idea on this product.
It is best fit for warmups and for someone who like to workout at home."
664,Que,"May 17, 2022 at 3:49 PM",5,Perfect Alternative,"Liteboxer has become a quintessential part of my weekly routine. There are days I can’t  get  to the gym, and my only alternative is the app. I love working on my combos while being able to get multiple punch workouts in. Also, the music selection is 🔥. It’s important that you know what you want out of the app, after the 7-day trial, you’re paying, and its a waste if you don’t use it."
665,Law,Sep 29 at 11:47 PM,5,Tons of fun and heck of a workout!,If you have 10-15 minutes to do a quick workout it's amazing. I love it!
666,Manson,Sep 18 at 3:06 PM,5,Good fun and free!,"Great game for people getting into fitness VR, they have multiple classes and types of games you can do. Would highly recommend"
667,Judy Keen,Sep 11 at 9:18 PM,5,New at VR Games,I liked that they have free version. I am lil older than most player and not knowing anything about VR it was easy to understand. So thank you for the easy access
668,Emile,Oct 12 at 5:21 AM,5,,Good workout
669,Marie,Sep 30 at 10:39 PM,5,Love this game/workout,I use this as my workout daily!! I love it and it keeps your stats
670,Jeyzahel,Sep 30 at 4:57 AM,5,Love it!!!,I am addicted to this!! I am motivated every day to play and excessive.
671,Zeck,Aug 15 at 6:28 AM,5,Great options for quick or full workouts,I've used several workout apps and I got to give it to liteboxer. How natural it feels to punch a pad that doesn't even exist yet my hand stops right as i strike the pad shows their impressive use of the vibration and visuals. The guided lessons are great but actually seeing a person for the mitt sessions are very engaging. The free version already has a lot to offer but i plan to get my full version soon.
672,Victor,Aug 14 at 9:18 PM,5,Great game or workout!!,"Personally, I LOVE liteboxer. I often to MMA in the mornings as a cardio session but sometimes I feel really groggy and look for ways to spice things up. That's where liteboxer comes in! It's a great game to play just for fun or as a workout!! It really gets that heart rate pumping and the trainers are extremely encouraging!!"
673,Domragger,Sep 17 at 9:04 PM,5,Brilliant for work outs,"The music is really addictive and keeps you entertained when working out , got the free version so far but considering upgrading."
674,God’s Child,Aug 25 at 11:34 PM,4,Free Version Great for Beginners,"I really like this app. I think the layout is nice, and the user friendly interface is great. The music selection is good, and though I’ve only tried two of the trainers so far, Max is definitely my favorite. I didn’t really like or understand why there wasn’t some sort of tutorial to show you that the green dots come from the middle and into whichever circle, and the other trainer didn’t really help with that either…so I was missing a lot of the new combos because I didn’t catch on until the whole combo was shown. But Max made it way easier to tell what’s coming next and what to expect. I also don’t really understand why you can choose a different song by the same trainer, only after completing one song first. Like, I wasn’t able to go straight to a different Max video until I redid a Max video I had already completed. Maybe I just don’t know how to work the app lol, which is why a tutorial would have been nice. Then again, I may have skipped through the tutorial so. Yeah. But I don’t remember a tutorial🤗"
675,Nakai,Sep 11 at 9:24 PM,5,Fun Game,The game is really fun and it’s a good way to workout. The way you have to punch to the beat of the song makes it feel like you’re not even working out.
676,Jaxson,Sep 23 at 3:54 PM,5,Surprised,"The app surprised me, I was expecting some sort of demo but it definitely make me break a sweat."
677,James HulkSmash Duran,Sep 22 at 4:17 AM,4,Great workout app,Like the workouts. But I wish they can do better in being able to challenge others. If they can update it to be able to find friends easier to invite in match ups.
678,Cit21,Oct 2 at 10:04 PM,5,Great workout,Gives a great workout and is great boxing practice
679,Lorraine6,Sep 23 at 3:20 PM,5,Enjoying the free version,I have only played it twice but really enjoyed it.  I plan on adding it to my exercise routine.
680,Steve Turner,Aug 14 at 6:53 AM,5,Great App !!,"I wasn't totally sure what to expect with this as I am very new to VR. Took a chance and bam !! Wow, this is fun, great work out. The first time I tried it for fun, I was sitting in my chair and I could feel the burn in my arms. It is fun to get your timing right and speed up. The movements really make a great workout and you can break a sweat and have fun doing it. I found this to be a addicting app with great tunes as well."
681,Andrew Holmes,Aug 13 at 9:57 PM,5,Energetic and Fun Workouts,"I wasn't expecting much from the basic package as I thought it would be poor to encourage the premium upgrade but I was wrong. 

I am a new user to VR and this app/game is easy to use, understand and play. It's very enjoyable with a good variety of workouts and tracks even when on the basic package. 

I would highly recommend this to anyone looking for something fun."
682,Flare,Sep 19 at 1:31 AM,5,Great fun,"Its a fun game and you can work out while doing it, not a big section of free song but for free what you get is not bad"
683,Savage,Oct 2 at 12:10 PM,5,Great,Awesome have you on your toe great motivating Trainers
684,Dani,Sep 24 at 10:27 PM,4,New favorite game,"I got this game a week ago and it has quickly become one of my favorites. The only thing downside I see, is that I wish it had more song choices."
685,JasperSnoops,Sep 18 at 10:32 AM,4,Pretty cool,"I’ve only had a little go so far, but I intend to keep using it.
You hit pads to music. A trainer tells you which pads to hit, and you follow the instructions. A little workout"
686,lee,Sep 22 at 9:41 PM,4,Good for warmups and technique,"I will usually use this to warm up before my excercise, and its perfect, just wish there were more songs in the basic version that were more ""mainstream"""
687,Mike,Oct 4 at 9:04 PM,5,great for dieting,really good for weight loss and fun
688,cokeguy101,Aug 12 at 11:30 PM,5,Great to get moving,"I actually got the Quest 2 just for this! I was wanting a lite Boxer but the price was worrisome. ive had this about a week. I have used it for 4 days. I enjoy it and ince i grt back next week will do the monthly subscription to get mor content. i like that the free offerings do seem ti change every coiple of days and stay fresh. If you just use the free ap you cant get many trainer led sessions longer than 10-15 minutes.

great ap i will us it more and more"
689,Skittles,Sep 26 at 6:14 PM,5,Awesome workout,I felt my arms working out instantly and and love the programs and trainers
690,Jed McCabe,Sep 25 at 11:32 PM,5,wheelchair fitness,im a wheelchair user and its proven to be a great addition to my fitness regime
691,Adam,Sep 5 at 10:02 PM,5,Great workout and love the music,"I was unsure at first as to how this would compare to others. But I really enjoyed it and the pad workouts feel great.
Very impressed with what this offers even if the free option"
692,Christy Softley,Sep 26 at 9:18 PM,5,WORKOUT,"GREAT WORK OUT FOR ALL AGES, AND ANYONE WITH LIMITED MOBILITY LIKE MYSELF"
693,Timo,Aug 23 at 10:01 PM,4,Not bad,"I'd thought I'd check it out, I'm in fairly good shape and thought well let me see the challenge in this. I casted it to the living room TV to see if the wife would get lured in. Sure enough she wanted to try. I must say this app is pretty engaging and fun. I really enjoyed it took me a few tries to get the rhythm but I got the hang of it. Still on the fence about doing the subscription. But the free version is great for a casual workout."
694,Asheena,Oct 1 at 8:51 AM,5,Amazing game,This game is awsome definantly getus heart rate up!!
695,tylan universe,Sep 28 at 10:19 PM,5,Love it!!!,Allows me to play and exercise at the  sametime..  Love it!!!
696,Nicole,Sep 11 at 5:35 PM,5,Boxing made fun!,Being able to be in the comfort of my own home and still have a trainer along with being able to box to music made it more motivating to exercise.
697,Edgar Cardoso,Sep 10 at 10:39 PM,5,Love the game,"This is a good interactive game with good graphics, sound and fun, now you can exercise yourself having fun at the same time. Just download and try it"
698,Dafam757,Oct 7 at 12:56 AM,3,Nice workout,Love the game... Workout is nice. My whole family enjoys the game... Good buy for the whole family..
699,Jupiter,Sep 11 at 9:08 PM,5,Exceeded expectations,I signed up for the free limited version and was actually really surprised how much I enjoyed it. It's great for a quick integration of cardio.
700,Drew,Oct 2 at 9:47 PM,5,Mr,Awesome app i love the punch workouts
701,Miranda,Sep 4 at 10:43 PM,5,Pretty fun,"I Iike the challenge, especially on hard lol. Me and my kids get a kick out of who can actually make it far without messing up. And on the plus side it is a workout. We love it."
702,Maureen,Sep 12 at 9:34 PM,5,Thank you to Liteboxet,This is a great app. It is very user friendly. The workout parts are broken into 3 minutes segments. And it is very easy to follow along.
703,Zamboni70,Oct 14 at 9:40 PM,3,Fun for all,Good way to burn some calories and have some fun doing it.
704,Riccardo,Sep 13 at 9:55 AM,4,Enjoy playing this game....,The experience of playing is pretty realistic and the VR trainers are integrated with the gameplay almost seamless. Really good enjoyable game / workout. Overall I would recommend this game....
705,Big G,Sep 20 at 1:31 PM,5,Amazing,Addicted! Used it every day for a week and am starting to feel so much better. Fantastic App.
706,Danielle,Aug 11 at 6:32 PM,5,Love the workout,Love the boxing programs on here. I also like the fact you don’t have to join the subscription they have options without it. The program offers different levels of programs easy to hard. And has energetic music to along with every workout. I am always challenging myself to get long streaks!
707,DzSponge,Sep 23 at 6:22 AM,5,Very good!,"It's great for exercise, really fun, I love the music, its a straight 10/10 for me!"
708,Max,Sep 15 at 10:24 PM,5,Good workout!,Very good for some exercise as well as blowing off some steam! Easy to follow and has a lot of great songs to box to.
709,Ian Zack,Oct 6 at 4:36 PM,5,,Awesome game
710,Cold Cheeto,Sep 9 at 11:43 PM,5,Better than I expected!,"I was skeptical of the way this game plays, But after trying it for a few goes, it’s￼￼ not bad. I say don’t knock it till you try it￼￼"
711,Youngs,Aug 18 at 4:11 AM,5,Good value!,I'd never used any sort of VR fitness game before but I saw a few videos of Liteboxer VR online and thought I'd give it a try.  Within a few minutes my blood was pumping and I was having fun!  I'd recommend it to anyone that is familiar with basic rhythm games.
712,Tashi,Aug 26 at 9:56 PM,5,So Far I Love It!,"I just used it yesterday and I’m sore as heck today, but it feels good. I like how the music is incorporated because it keeps me going. I do wish that for premium though, that there were more songs to choose from."
713,Bossman519,Sep 3 at 10:37 PM,5,Solid workout,I did the free trial for about an hour. worked up a hella tood sweat burned some solid calories and was genuinelly having fun doing so. the 15 min Rhythm workout is excellent.
714,QDiddy,Sep 5 at 9:49 PM,4,Great workout,Had fun and a great workout. Just wish they could slow it down a lil for beginners so you can  work your way up to doing advanced combos. Other then that a really good work out I try to put at least 5 hours a week into it
715,Kristian Lewis,Sep 19 at 3:32 AM,5,Amazing game,"This game really helped with my boxing in school , and it made me actually wanna do some exercise."
716,T.M.,Sep 1 at 3:47 PM,5,Shocked,I tried it on easy and was very shocked at the workout it gave me. I definitely will workout again. Hopefully soon I will be able to move to medium and then farther into the workouts.
717,Terri Peters,Sep 10 at 10:38 PM,5,Best workout!,I wanted to get the original boxing stand but it was too expensive.  When I saw this was on my oculus I am sooooo happy!! I love this app!
718,Reptilian12000,Sep 16 at 9:33 PM,5,very good,it helps me exercise so good I've been in shape on my top body and arm strength this ap is helpful thank you
719,KWQW-W9EV,Aug 20 at 9:50 PM,4,"Great workout,would like more free songs","Just wanted to try it out and it’s really fun to do the punch tracks. Will say would love to just buy the songs we want to use at least give the options for some of the premium songs to be purchased. I don’t have enough time to make a monthly subscription worth it to justify the extra monthly cost. 

Also would love to hear what the song is before hitting play so I can decide if I want to do that song. 

Just needs some tweaking but still very fun."
720,Owen,Oct 14 at 7:12 PM,4,Great app,Great for a quick workout
721,Fluffy,Aug 9 at 12:30 AM,5,Give it a try!,"I passed on this when it first came out because of all the bad reviews, and then decided to try the free version a few days ago. I am so glad that I did. It is fun and responsive and the music is so cool! I have other boxing and exercise games/apps as well, and this currently is my fun go to VR exercise! They really give you a lot to try in free version and I am contemplating a subscription but want to give it a little more time. I was only going to give 4 stars because of the subscription price, but what the heck, it is fun and nicely done. Thanks for the free try it version!"
722,OfBlackAndWhite,Sep 20 at 9:13 PM,4,Fun way to burn some calories,"This a great, entertaining, and upbeat way to be a little more active. Does a good job at keeping you sucked in enough to burn some calories."
723,Bunkerjames,Sep 14 at 9:35 PM,5,Free version,Haven't gotten the full version yet but so far the free version is very good and I would recommend to everybody.
724,Justme,Aug 21 at 8:38 AM,1,,"Not worth of money .  Tried to unsubscribe it but I couldn’t and now it’s said is not refundable.. 179.99 a year is a very difficult app and not enough trainer, music is horrible"
725,Dreamer805,Sep 25 at 9:37 PM,4,Good workout,"It’s a really good work out, you get your sweat on! Maybe a couple shorter ones. Very fun for anyone to try out."
726,Kamil,Sep 28 at 10:15 PM,4,Good for losing weights,Good for people who would like to start boxing/kickboxing training but they’re not confident yet.
727,Elaine,Aug 29 at 9:26 PM,5,,"I was a little intimidated before hand but I found it to be fun, easy and very helpful to get moving.  I also got in a nice little work out.  Looking forward to getting in some more workouts."
728,Luckystretchypants,Sep 4 at 1:11 AM,1,Never worked,Never got to play once. Crash after crash. Now I have to cancel my subscription before I get charged! Garbage!
729,Lori-Suzanne,Sep 19 at 10:26 PM,4,So far so good,"Just purchased and played a little. Liking it so far. Could use a little clearer directions/instructions for new players, but figuring it out."
730,Jeaneboop,Sep 12 at 10:14 PM,5,Great Stress Reliever,"I love to use this app when tense, It helps reduce tension by allowing me to knock the socks off of my digital opponent"
731,Dylan,Aug 27 at 12:41 AM,5,Amazing Free membership,The free membership is perfect and I love how they have trainers to help you burn calories and the music is good but it would be better if they had more recognized songs and more rap songs would be better
732,Cannonfudder,Aug 23 at 10:03 PM,3,Music and sweat.,"This is perfectly passable as a free workout.  Good encouragement and drill work, but it's just drills.  It's a great cardio workout, which is just what I'm looking for.  

 Combining this workout with other endurance boxers like creed or thrill of the fight is great fun.

I'm not sure I want to subscribe, I want to use it linger first"
733,Lena,Aug 29 at 10:18 PM,5,Makes working out fun!,i was able to make a playlist of all the songs i enjoy on their app and it gets you really in the mood to work out and not realize the hour has passed! plus its a great price for the year!
734,desiree,Sep 12 at 9:03 PM,5,LiteBoxer YAY,We just got our VR and downloaded this game.  No issues.  We absolutely love it! Me and my granddaughter Jane a blast!
735,Bivins,Sep 8 at 1:26 AM,5,Fun !,I really enjoy Liteboxer. Its fun and I definitely broke a swear. I did wake up a little tight bc I was moving parts Ive never moved before!
736,KaiPlays,Sep 24 at 9:06 PM,5,good game,"good game, helps keep you fit and active 100% recommend"
737,Beez Senior,Oct 12 at 5:14 AM,1,,It won't even open for me 😡😡
738,GP,Sep 23 at 9:26 PM,4,Great introduction to exercising in VR,Great exercise game with a free version!After a few songs it already had me sweating and it works with hand tracking!
739,Korzeo,Sep 13 at 9:38 PM,5,Satisfied,I was looking for something quick and easy that I could do at home and this has everything I was looking for.
740,Cody Mackay,Sep 27 at 8:51 AM,5,Great,Very good if you want to get your fitness up
741,Cassie,Sep 22 at 1:49 PM,5,Great Workout,App definitely challenges you. It’s fun for the whole family!
742,WeedVulture,Sep 17 at 2:31 AM,5,Fun game,Overall I rate it 5 stars because it's fun to play while losing some weight at the same time
743,meow,Aug 9 at 4:46 PM,5,Sessions,Honestly I like this a lot and its really refreshing to do even a 5 min session what i like the most is how it doesn't force you to pay for it but still has open selections for free although it is a little bugged with the punching  but it might be just for me I still recommend lol
744,Jose Zavala,Sep 11 at 11:03 PM,5,Real Workout and fun,I had seen an ad for lite boxer on TikTok and when I downloaded the app it had immediately exceeded my expectations.
745,pavolko28,Sep 22 at 4:36 AM,5,Lots of fun,Just got this and it's awesome! So much fun and a great work out!
746,Sam,Aug 6 at 5:10 AM,5,Great free workout,"I'm a very busy person and it's hard to find a workout that fits my schedule. With this, even though it's just the basic plan I still get a great workout. I love how there's someone there to motive you and the music is pretty decent. Maybe in the near future I'll get the full version, but as of right now basic is all right."
747,Derick,Aug 6 at 7:30 AM,5,I’m hooked,"I heard about this online and it was my first download, I took the free 10 minute workout and it was so much fun, didn’t even realize you are working out until you are done and realize how much you are sweating. I’m likely going to join the full program, I can see it as a great tool to get in a fun workout. Such a great app! 

Derick"
748,ChaosHollow,Sep 18 at 3:08 AM,5,Very great app,This is a very great app and I enjoy using it in my workout routines🔥🔥🔥🔥
